breach_id,run_id,timestamp,agent_id,policy_breach_type,severity,breach_description,requires_review,environment
breach_000691,run_001896_91ecf214,2026-04-30T10:26:12.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000692,run_001897_d7a0da75,2026-04-30T11:46:59.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000693,run_001898_5628bf14,2026-04-30T13:20:21.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000694,run_001905_f6afb512,2026-04-30T18:56:03.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000695,run_001907_49e5e2fe,2026-04-30T20:12:51.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000696,run_001910_0cad4090,2026-04-30T21:59:03.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000697,run_001911_69df81da,2026-04-30T22:29:06.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000698,run_001912_d3aa87d8,2026-05-01T00:14:13.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000699,run_001915_9ca1199a,2026-05-01T04:33:07.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000700,run_001917_6d6a9fd0,2026-05-01T05:50:31.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000701,run_001921_87b8e171,2026-05-01T08:59:03.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000702,run_001924_ef081382,2026-05-01T13:32:15.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000703,run_001927_0a0a260d,2026-05-01T18:39:19.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000704,run_001929_4818d1e3,2026-05-01T21:39:21.771687+00:00,agent_powerbi_optimiser,High Cost,medium,Run exceeded the expected cost band for this agent workflow.,True,prod
breach_000705,run_001931_c10bd5c9,2026-05-01T22:41:36.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000706,run_001934_0e15d000,2026-05-02T01:02:20.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000707,run_001937_dd2283f0,2026-05-02T12:12:52.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000708,run_001938_78717164,2026-05-02T14:44:39.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000709,run_001940_46647a2a,2026-05-02T14:54:51.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000710,run_001941_47a93bca,2026-05-02T15:34:44.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000711,run_001944_64e0a295,2026-05-02T17:23:48.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000712,run_001948_8fa28d52,2026-05-02T21:14:24.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000713,run_001949_fe5d8628,2026-05-02T22:58:47.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000714,run_001950_cec17f24,2026-05-02T23:49:29.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000715,run_001955_aba06a0f,2026-05-03T02:58:12.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000716,run_001959_29aa81d6,2026-05-03T09:15:36.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000717,run_001963_7572b1cd,2026-05-03T12:53:15.771687+00:00,agent_powerbi_optimiser,High Cost,medium,Run exceeded the expected cost band for this agent workflow.,True,prod
breach_000718,run_001965_7b68806e,2026-05-03T13:40:49.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000719,run_001972_336965fc,2026-05-03T23:10:52.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000720,run_001974_4aaa52cd,2026-05-03T23:53:48.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000721,run_001980_061bd748,2026-05-04T06:44:23.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000722,run_001991_8a73f65d,2026-05-04T21:14:22.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000723,run_001994_b6243665,2026-05-05T01:00:15.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000724,run_002000_f7e71b11,2026-05-05T07:04:44.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
