run_id,timestamp,agent_id,agent_name,business_domain,model_used,input_tokens,output_tokens,estimated_cost_aud,latency_ms,status,risk_level,groundedness_score,user_feedback,policy_breach_type,tool_calls_count,data_source_used,environment
run_000127_9a2f5541,2026-02-10T17:11:10.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1362,1323,0.02,2552,success,high,0.835,positive,Data Risk,0,invoice ledger extract,prod
run_000128_bbabad3e,2026-02-10T18:21:58.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,3075,749,0.0182,1186,success,high,0.99,positive,Data Risk,2,synthetic employee case notes,prod
run_000129_d75a5261,2026-02-10T21:11:22.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,2188,601,0.0234,2183,success,low,0.784,neutral,,2,vendor contract summary,prod
run_000130_bed86d90,2026-02-10T22:29:45.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,800,988,0.0143,826,success,low,0.706,neutral,,4,vendor contract summary,prod
run_000131_f28ef7ed,2026-02-10T23:34:02.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,993,146,0.0047,1523,success,low,0.68,negative,,2,HR policy knowledge base,dev
run_000132_de9f0652,2026-02-10T23:48:06.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,856,1220,0.0014,1823,success,high,0.759,neutral,Data Risk,0,invoice ledger extract,prod
run_000133_7614a390,2026-02-11T00:00:31.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1738,499,0.0112,2004,success,low,0.903,positive,,0,capacity utilisation extract,prod
run_000134_89cef21c,2026-02-11T00:01:40.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1304,1828,0.0258,1007,success,low,0.849,negative,,1,leave policy index,dev
run_000135_26a00992,2026-02-11T00:25:51.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1038,534,0.0008,956,success,low,0.705,negative,,0,invoice ledger extract,dev
run_000136_1150b1c5,2026-02-11T00:48:59.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2132,275,0.0008,1346,success,high,0.861,positive,Data Risk,0,synthetic employee case notes,prod
run_000137_cda79508,2026-02-11T01:24:44.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,1436,713,0.0001,1118,success,high,0.812,not_provided,Data Risk,1,employee handbook,prod
run_000138_d99d475a,2026-02-11T01:53:51.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1770,447,0.0009,592,success,low,0.94,positive,,1,HR policy knowledge base,dev
run_000139_dfc14291,2026-02-11T02:12:38.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,827,727,0.0201,1122,success,high,0.559,neutral,Low Groundedness,0,leave policy index,test
run_000140_05c68623,2026-02-11T02:48:17.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,1895,1160,0.0002,843,success,low,0.837,positive,,0,payment dispute queue,prod
run_000141_aab4f3a2,2026-02-11T03:11:10.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1803,785,0.0148,449,success,high,0.603,neutral,Low Groundedness,0,payment dispute queue,dev
run_000142_049afa7f,2026-02-11T05:14:42.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1290,591,0.0009,553,success,low,0.842,positive,,0,vendor contract summary,prod
run_000143_ab6593b4,2026-02-11T05:33:41.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,899,215,0.0004,1185,success,low,0.716,negative,,3,Power BI usage metrics,dev
run_000144_1b6f6d4c,2026-02-11T05:59:47.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2343,201,0.0008,567,success,high,0.83,positive,Data Risk,1,synthetic customer account notes,prod
run_000145_a673187c,2026-02-11T06:30:55.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1797,954,0.0168,1315,success,low,0.869,positive,,0,vendor contract summary,dev
run_000146_b1c0890b,2026-02-11T06:31:57.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1819,276,0.0144,2069,success,high,0.743,neutral,Data Risk,0,invoice ledger extract,prod
run_000147_de56c39e,2026-02-11T09:10:23.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1034,452,0.0007,812,success,low,0.727,positive,,2,vendor contract summary,prod
run_000148_11d7d35a,2026-02-11T09:50:15.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1721,705,0.0011,1352,success,low,0.88,positive,,1,synthetic customer account notes,test
run_000149_73eb677a,2026-02-11T10:50:43.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,local-gemma,1477,403,0.0001,817,success,low,0.931,neutral,,0,DAX performance logs,test
run_000150_a956ab68,2026-02-11T11:22:52.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,3085,578,0.0013,1293,success,low,0.943,positive,,0,HR policy knowledge base,dev
run_000151_c4222dc3,2026-02-11T12:14:46.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1369,656,0.0209,2636,success,low,0.867,neutral,,1,Power BI usage metrics,prod
run_000152_0bb318c0,2026-02-11T12:45:34.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,11309,1644,0.0879,1435,success,medium,0.798,neutral,High Cost,4,leave policy index,test
run_000153_7ba9af98,2026-02-11T14:29:52.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,782,166,0.0004,1238,success,high,0.672,positive,Data Risk,1,invoice ledger extract,prod
run_000154_d3c77388,2026-02-11T15:02:57.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,779,1218,0.0309,1541,success,high,0.544,positive,Low Groundedness,1,DAX performance logs,prod
run_000155_924aaabc,2026-02-11T15:27:59.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,3604,588,0.0179,3810,failed,medium,0.755,negative,Run Failure,0,payment dispute queue,prod
run_000156_1c147830,2026-02-11T15:35:44.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1658,191,0.0006,1214,success,low,0.788,positive,,1,semantic model metadata,test
run_000157_a128c5b5,2026-02-11T15:47:42.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1960,1808,0.0023,3797,failed,medium,0.811,negative,Run Failure,2,HR policy knowledge base,test
run_000158_ac92071a,2026-02-11T17:13:12.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1137,432,0.0007,718,success,low,0.957,positive,,4,payment dispute queue,prod
run_000159_8bc1f825,2026-02-11T20:41:05.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1099,340,0.0006,1037,success,high,0.883,neutral,Data Risk,3,synthetic customer account notes,prod
run_000160_49803e9f,2026-02-11T23:39:10.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1199,1053,0.0291,2150,success,low,0.782,positive,,1,HR policy knowledge base,prod
run_000161_506ff76e,2026-02-11T23:45:11.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,811,413,0.0006,924,success,low,0.978,positive,,0,vendor contract summary,prod
run_000162_7c1d9c0e,2026-02-12T00:08:42.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,4500,1206,0.0023,1086,success,high,0.783,neutral,Data Risk,0,synthetic customer account notes,prod
run_000163_c42a1c1a,2026-02-12T02:03:51.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,990,441,0.0007,1029,success,low,0.798,positive,,1,vendor contract summary,prod
run_000164_7737d1f2,2026-02-12T02:48:31.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2114,1190,0.0206,734,success,low,0.828,positive,,1,vendor contract summary,prod
run_000165_ec2f82e0,2026-02-12T03:17:01.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,849,381,0.0071,5255,failed,medium,0.772,not_provided,Run Failure,0,synthetic customer account notes,test
run_000166_e1855de0,2026-02-12T03:34:43.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,3902,402,0.0014,1594,success,low,0.986,positive,,1,capacity utilisation extract,test
run_000167_4ce3ba6e,2026-02-12T03:53:42.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,902,1047,0.0276,3076,success,low,0.819,positive,,1,payment dispute queue,test
run_000168_e1f8fa94,2026-02-12T04:23:27.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1884,580,0.0126,1847,success,low,0.841,negative,,0,vendor contract summary,test
run_000169_e02d4b67,2026-02-12T05:18:57.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,2892,584,0.0157,1110,success,high,0.676,positive,Data Risk,0,employee handbook,prod
run_000170_a012e7e0,2026-02-12T06:59:27.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,880,253,0.0005,1010,success,low,0.887,neutral,,0,HR policy knowledge base,prod
run_000171_8cd8c05f,2026-02-12T07:10:14.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,2052,440,0.001,747,success,low,0.821,positive,,3,capacity utilisation extract,test
run_000172_31ce68b3,2026-02-12T11:44:50.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,494,403,0.0,1257,success,low,0.778,neutral,,0,HR policy knowledge base,dev
run_000173_22b146d2,2026-02-12T13:43:24.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1008,1053,0.0013,686,success,high,0.544,neutral,Low Groundedness,0,HR policy knowledge base,prod
run_000174_ac7fbafe,2026-02-12T14:37:17.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,2600,249,0.0001,789,success,high,0.803,positive,Data Risk,1,synthetic employee case notes,prod
run_000175_fa34efd0,2026-02-12T15:37:41.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1644,398,0.0008,2648,failed,medium,0.837,negative,Run Failure,3,Power BI usage metrics,prod
run_000176_5a638608,2026-02-12T15:43:21.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,987,558,0.0008,959,success,high,0.603,not_provided,Low Groundedness,0,semantic model metadata,prod
run_000177_1ec9792f,2026-02-12T18:04:29.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2130,816,0.0013,647,success,high,0.582,positive,Data Risk,3,invoice ledger extract,prod
run_000178_0501fbca,2026-02-12T18:43:03.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,3742,724,0.0331,1931,success,low,0.896,not_provided,,2,capacity utilisation extract,dev
run_000179_b691cebe,2026-02-12T21:19:47.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1441,1168,0.0183,2737,success,low,0.765,not_provided,,1,DAX performance logs,prod
run_000180_c15931dc,2026-02-13T02:09:41.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,2452,369,0.0193,1372,success,low,0.667,positive,,0,capacity utilisation extract,test
run_000181_a7d42d15,2026-02-13T02:33:23.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,4142,394,0.0014,779,success,high,0.605,positive,Low Groundedness,0,DAX performance logs,test
run_000182_01a476c9,2026-02-13T02:44:04.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,4309,965,0.002,687,success,high,0.964,neutral,Data Risk,3,synthetic employee case notes,prod
run_000183_d3875164,2026-02-13T03:58:11.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,5956,913,0.0473,1595,success,high,0.519,neutral,Data Risk,2,synthetic customer account notes,prod
run_000184_45ca4fcc,2026-02-13T04:44:44.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1655,534,0.0009,768,success,high,0.664,positive,Data Risk,1,synthetic employee case notes,prod
run_000185_7cec7c0c,2026-02-13T04:56:33.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,2061,512,0.001,888,success,low,0.826,not_provided,,2,capacity utilisation extract,prod
run_000186_821e07c2,2026-02-13T05:45:00.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,470,333,0.0,977,success,low,0.99,positive,,0,invoice ledger extract,test
run_000187_d5bf436f,2026-02-13T07:12:23.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2003,798,0.0013,1145,success,low,0.858,negative,,0,leave policy index,test
run_000188_2862ee9e,2026-02-13T08:14:56.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1599,1325,0.037,2576,success,low,0.878,neutral,,0,invoice ledger extract,test
run_000189_7849d8f2,2026-02-13T08:57:56.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1565,1682,0.0021,1421,success,high,0.444,positive,Low Groundedness,0,synthetic employee case notes,test
run_000190_d62ae03a,2026-02-13T09:19:43.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,993,598,0.0008,858,success,low,0.757,positive,,0,payment dispute queue,prod
run_000191_e0b72fa7,2026-02-13T09:27:12.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1738,1181,0.0194,1151,success,low,0.908,positive,,0,payment dispute queue,dev
run_000192_20b4664b,2026-02-13T09:44:36.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2110,1170,0.0204,1020,success,low,0.884,positive,,0,payment dispute queue,prod
run_000193_c522125a,2026-02-13T10:27:40.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1339,2393,0.0327,2436,success,low,0.669,negative,,1,leave policy index,test
run_000194_7bf672f5,2026-02-13T11:55:50.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1072,708,0.0208,2722,success,low,0.927,positive,,1,DAX performance logs,prod
run_000195_6cbe4892,2026-02-13T17:30:03.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1557,1356,0.0017,1034,success,low,0.735,positive,,1,capacity utilisation extract,prod
run_000196_e6ddaf1b,2026-02-13T18:00:02.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,5810,2630,0.049,1663,success,low,0.99,neutral,,3,HR policy knowledge base,prod
run_000197_09315e72,2026-02-13T18:32:38.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,795,1166,0.0014,878,success,low,0.939,positive,,0,leave policy index,prod
run_000198_82499d94,2026-02-13T18:36:33.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1419,716,0.0011,1594,success,low,0.694,negative,,0,Power BI usage metrics,prod
run_000199_c96ea701,2026-02-13T20:16:45.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,750,250,0.009,6376,failed,medium,0.68,neutral,Run Failure,3,invoice ledger extract,test
run_000200_7027d2c0,2026-02-13T21:27:56.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,2580,570,0.0012,621,success,low,0.85,not_provided,,1,Power BI usage metrics,prod
run_000201_aa3a1f5f,2026-02-13T21:31:28.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,1808,539,0.0001,782,success,low,0.717,positive,,4,payment dispute queue,prod
run_000202_87615254,2026-02-13T22:52:21.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,2921,1380,0.0253,1549,success,low,0.864,positive,,0,HR policy knowledge base,dev
run_000203_abfdbe17,2026-02-13T23:14:17.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1498,346,0.0007,2608,failed,medium,0.937,negative,Run Failure,1,DAX performance logs,prod
run_000204_0c33ec67,2026-02-13T23:21:59.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1208,284,0.0006,724,success,low,0.861,positive,,2,leave policy index,prod
run_000205_59f9095d,2026-02-13T23:38:54.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,1473,612,0.0001,812,success,low,0.932,positive,,0,vendor contract summary,test
run_000206_a3da1439,2026-02-14T00:28:50.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1291,153,0.0005,1651,success,low,0.99,positive,,2,DAX performance logs,dev
run_000207_50c37f6f,2026-02-14T01:06:31.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1975,413,0.0009,1292,success,low,0.815,positive,,0,employee handbook,dev
run_000208_7ab05e84,2026-02-14T02:00:07.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,746,298,0.0005,1116,success,low,0.665,neutral,,0,leave policy index,prod
run_000209_49a5c2ca,2026-02-14T02:20:03.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1472,1153,0.0183,1172,success,low,0.849,neutral,,1,DAX performance logs,prod
run_000210_6a6d8a96,2026-02-14T02:22:42.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1489,1198,0.0016,1185,success,low,0.876,negative,,1,vendor contract summary,prod
run_000211_82401b87,2026-02-14T03:29:09.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1317,1305,0.0196,5877,timeout,medium,0.872,negative,Run Failure,1,synthetic customer account notes,prod
run_000212_6dbea49a,2026-02-14T05:34:58.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2578,399,0.001,544,success,low,0.911,neutral,,2,HR policy knowledge base,prod
run_000213_a9a2e69b,2026-02-14T06:18:09.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,3340,538,0.0014,1037,success,low,0.99,positive,,0,vendor contract summary,prod
run_000214_d1227b14,2026-02-14T06:57:59.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,672,546,0.0007,999,success,low,0.76,neutral,,0,capacity utilisation extract,prod
run_000215_f95527e3,2026-02-14T07:10:55.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,2337,211,0.0001,861,success,high,0.735,neutral,Data Risk,1,synthetic employee case notes,prod
run_000216_91c82a32,2026-02-14T07:39:43.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,945,525,0.0091,2210,success,high,0.981,positive,Data Risk,0,synthetic employee case notes,prod
run_000217_ee51443a,2026-02-14T09:30:34.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1407,1181,0.0015,891,success,high,0.826,neutral,Data Risk,1,synthetic customer account notes,prod
run_000218_4e5d5c27,2026-02-14T11:52:15.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2542,288,0.0009,1051,success,low,0.857,negative,,0,HR policy knowledge base,prod
